Boro,Apartment,Story,Class,OrderNumber,CurrentStatus
BRONX,5A,5,A,502,VIOLATION CLOSED
BROOKLYN,2L,2,B,1502,VIOLATION CLOSED
BRONX,,1,B,501,VIOLATION CLOSED
BROOKLYN,2,2,B,810,VIOLATION CLOSED
QUEENS,HOUSE,1,C,808,VIOLATION CLOSED
BROOKLYN,C11,3,C,790,NOT COMPLIED WITH
MANHATTAN,2B,3,B,583,VIOLATION CLOSED
BROOKLYN,,1,A,700,VIOLATION CLOSED
BRONX,16A,17,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3E,3,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,A2,1,C,526,VIOLATION CLOSED
QUEENS,2,2,B,569,VIOLATION DISMISSED
BROOKLYN,2R,2,B,688,INVALID CERTIFICATION
BROOKLYN,2A,1,C,508,VIOLATION CLOSED
BRONX,2D,2,B,702,VIOLATION CLOSED
MANHATTAN,2D,2,B,579,VIOLATION CLOSED
BRONX,A2,1,C,583,VIOLATION CLOSED
BRONX,2A,2,B,550,VIOLATION CLOSED
STATEN ISLAND,3FL,3,B,869,VIOLATION CLOSED
BRONX,5F,5,C,505,VIOLATION DISMISSED
BRONX,,0,B,526,VIOLATION CLOSED
MANHATTAN,5A,2,B,702,NOV CERTIFIED LATE
MANHATTAN,,-999,B,538,VIOLATION CLOSED
BRONX,4B,4,B,702,VIOLATION CLOSED
MANHATTAN,,977,B,539,VIOLATION CLOSED
BROOKLYN,,1,A,501,VIOLATION REOPEN
BROOKLYN,5,3,B,570,VIOLATION CLOSED
MANHATTAN,4B,4,B,569,NOV SENT OUT
MANHATTAN,1,2,B,508,VIOLATION CLOSED
BRONX,4B,4,B,530,VIOLATION CLOSED
MANHATTAN,3E,3,B,505,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,3L,3,C,617,VIOLATION CLOSED
BROOKLYN,B22,2,B,579,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,5B,5,B,566,VIOLATION CLOSED
BROOKLYN,5F,5,B,569,VIOLATION CLOSED
BRONX,6D,6,B,508,VIOLATION CLOSED
MANHATTAN,,1,C,526,NOT COMPLIED WITH
BROOKLYN,J,3,A,556,NOV SENT OUT
MANHATTAN,46,4,A,554,VIOLATION CLOSED
MANHATTAN,2,1,B,1503,NOV SENT OUT
BROOKLYN,2R,2,B,569,NOT COMPLIED WITH
BRONX,1B,1,B,502,VIOLATION CLOSED
QUEENS,4R,3,B,502,VIOLATION CLOSED
BRONX,,2,B,504,NOT COMPLIED WITH
BROOKLYN,3C,3,B,501,VIOLATION DISMISSED
BROOKLYN,2-G,2,B,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1A,1,B,508,VIOLATION CLOSED
BRONX,,2,B,508,VIOLATION CLOSED
BROOKLYN,B1,2,B,702,VIOLATION CLOSED
BROOKLYN,7,,C,555,VIOLATION CLOSED
BROOKLYN,,1,B,801,VIOLATION CLOSED
BRONX,2E,2,A,556,VIOLATION CLOSED
BROOKLYN,3L,3,A,556,VIOLATION CLOSED
BROOKLYN,F3,6,B,505,VIOLATION CLOSED
BRONX,1K,1,B,502,VIOLATION CLOSED
BROOKLYN,1L,1,B,569,DEFECT LETTER ISSUED
BROOKLYN,2L,2,B,598,VIOLATION CLOSED
BRONX,2C,2,C,616,VIOLATION CLOSED
MANHATTAN,1D,1,B,579,VIOLATION DISMISSED
BRONX,1F,1,C,598,VIOLATION CLOSED
BROOKLYN,4C,4,C,610,VIOLATION CLOSED
BROOKLYN,,0,B,686,NOV SENT OUT
BROOKLYN,3A,3,C,617,VIOLATION CLOSED
MANHATTAN,,Cellar,A,491,VIOLATION WILL BE REINSPECTED
BRONX,4I,4,C,508,NOT COMPLIED WITH
BROOKLYN,2FL,2,B,1503,NOV SENT OUT
BROOKLYN,3D,4,B,509,VIOLATION CLOSED
QUEENS,1F,1,B,501,VIOLATION CLOSED
BROOKLYN,4L,4,B,502,VIOLATION CLOSED
BRONX,1K,1,B,583,VIOLATION CLOSED
BROOKLYN,2FLR,2,B,808,NOV SENT OUT
MANHATTAN,5W,5,A,556,VIOLATION CLOSED
BRONX,5F,5,B,502,VIOLATION DISMISSED
BROOKLYN,2R,2,B,506,VIOLATION CLOSED
BRONX,4A,4,B,530,VIOLATION CLOSED
BROOKLYN,2R,2,B,510,VIOLATION CLOSED
BRONX,1E,1,B,579,VIOLATION CLOSED
BRONX,5F,5,A,556,NOT COMPLIED WITH
MANHATTAN,5C,5,B,598,NOV SENT OUT
BRONX,5D,5,B,596,NOV CERTIFIED ON TIME
BRONX,C36,3,A,579,VIOLATION CLOSED
BRONX,GRDFL,1,C,526,NOV SENT OUT
BRONX,1C,2,B,501,NOV SENT OUT
MANHATTAN,5C,5,B,550,NOT COMPLIED WITH
BRONX,4G,4,B,508,VIOLATION CLOSED
MANHATTAN,3L,3,B,1502,VIOLATION CLOSED
MANHATTAN,2J,2,C,583,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4A,4,B,1503,VIOLATION CLOSED
BROOKLYN,D2,4,A,529,VIOLATION CLOSED
STATEN ISLAND,BASE,-1,B,898,VIOLATION CLOSED
BROOKLYN,3,2,C,810,VIOLATION CLOSED
BRONX,3D,4,A,508,VIOLATION DISMISSED
BRONX,1G,1,B,508,VIOLATION CLOSED
BRONX,3,1,B,702,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,,977,B,539,NOV SENT OUT
BRONX,,-999,B,505,VIOLATION CLOSED
BROOKLYN,C6,3,B,702,VIOLATION CLOSED
BRONX,,-999,B,1041,NOV SENT OUT
BRONX,,4,A,556,VIOLATION CLOSED
MANHATTAN,5B,5,A,554,VIOLATION CLOSED
BRONX,,-999,B,505,VIOLATION CLOSED
BRONX,2A,2,C,616,VIOLATION CLOSED
BROOKLYN,1 FL,1,B,802,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1R,1,C,689,VIOLATION CLOSED
BRONX,1G,1,A,554,VIOLATION CLOSED
BROOKLYN,D2,4,B,569,VIOLATION CLOSED
BRONX,1G,1,B,506,VIOLATION CLOSED
MANHATTAN,52,5,A,554,VIOLATION CLOSED
BROOKLYN,2FL,2,C,810,VIOLATION CLOSED
MANHATTAN,3A,3,A,550,VIOLATION DISMISSED
MANHATTAN,5,6,C,616,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,6H,5,A,556,NOV SENT OUT
MANHATTAN,604,6,A,505,VIOLATION CLOSED
BROOKLYN,,2,B,808,VIOLATION DISMISSED
BRONX,6N,6,B,596,VIOLATION CLOSED
BRONX,6L,6,B,569,VIOLATION CLOSED
BRONX,3D,3,A,502,VIOLATION CLOSED
BROOKLYN,1C,1,C,508,VIOLATION CLOSED
BRONX,3B,3,B,501,VIOLATION CLOSED
BROOKLYN,2,290,B,802,VIOLATION DISMISSED
MANHATTAN,,-2,B,502,VIOLATION CLOSED
QUEENS,1K,1,B,550,VIOLATION CLOSED
BRONX,6H,6,A,508,VIOLATION CLOSED
MANHATTAN,,0,B,686,NOV CERTIFIED LATE
BRONX,2B,2,B,530,VIOLATION CLOSED
BROOKLYN,2L,2,A,491,NOT COMPLIED WITH
BROOKLYN,2L,2,C,616,DEFECT LETTER ISSUED
BROOKLYN,4R,4,C,790,VIOLATION DISMISSED
BROOKLYN,7,3,B,508,VIOLATION CLOSED
BRONX,1D,1,A,556,VIOLATION WILL BE REINSPECTED
MANHATTAN,2A,,B,599,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,4G,4,B,1503,VIOLATION CLOSED
BRONX,6H,6,C,790,VIOLATION CLOSED
BRONX,5B,6,B,530,NOV SENT OUT
BRONX,2,1,C,689,VIOLATION CLOSED
BRONX,5C,5,B,508,VIOLATION CLOSED
BRONX,15,3,A,501,VIOLATION CLOSED
MANHATTAN,44,4,C,617,VIOLATION CLOSED
BRONX,2,2,B,502,NOV SENT OUT
BRONX,2ND,1,C,883,VIOLATION CLOSED
BRONX,2D,2,A,508,VIOLATION CLOSED
BROOKLYN,,0,B,686,NOV SENT OUT
BRONX,5G,5,B,502,VIOLATION CLOSED
MANHATTAN,5B,5,C,501,VIOLATION CLOSED
BRONX,15,3,A,508,VIOLATION CLOSED
BRONX,18,4,B,583,VIOLATION CLOSED
BRONX,2D,3,B,1502,VIOLATION CLOSED
MANHATTAN,3G,4,B,501,VIOLATION CLOSED
BROOKLYN,2R,2,C,509,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,TOPFL,2,B,688,VIOLATION DISMISSED
MANHATTAN,3E,3,C,616,VIOLATION CLOSED
BRONX,2,2,A,556,NOV SENT OUT
BRONX,2,2,B,504,NOV SENT OUT
BRONX,,2,B,683,VIOLATION CLOSED
MANHATTAN,7,3,B,702,NOV SENT OUT
MANHATTAN,24A,2,C,510,NOT COMPLIED WITH
BROOKLYN,4D,4,B,569,VIOLATION CLOSED
BROOKLYN,2NDFL,2,B,1502,VIOLATION CLOSED
STATEN ISLAND,2R,2,B,530,VIOLATION CLOSED
BROOKLYN,,4,B,538,VIOLATION CLOSED
BROOKLYN,1Y,1,B,1502,VIOLATION DISMISSED
BROOKLYN,2ND,2,B,1502,VIOLATION CLOSED
MANHATTAN,67,6,B,593,VIOLATION CLOSED
BRONX,4L,4,A,501,NOV SENT OUT
BROOKLYN,B22,2,A,556,VIOLATION DISMISSED
BRONX,,5,B,502,VIOLATION DISMISSED
BROOKLYN,A4,1,C,505,VIOLATION CLOSED
BRONX,6,3,C,567,VIOLATION CLOSED
BRONX,1D,1,B,508,NOV SENT OUT
BRONX,6D,6,B,508,VIOLATION CLOSED
MANHATTAN,,1,A,556,VIOLATION CLOSED
BROOKLYN,1A,1,B,530,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,4,3,B,501,VIOLATION CLOSED
MANHATTAN,5A,5,B,1503,NOV SENT OUT
BROOKLYN,2,2,B,801,VIOLATION CLOSED
QUEENS,2FL,2,B,808,NOV SENT OUT
MANHATTAN,,1,B,502,NOV SENT OUT
BRONX,1A,1,B,508,VIOLATION CLOSED
QUEENS,5G,5,B,508,NOV SENT OUT
STATEN ISLAND,6L,3,B,550,NOV CERTIFIED LATE
BRONX,1A,1,B,508,VIOLATION CLOSED
MANHATTAN,604,6,A,501,VIOLATION CLOSED
BRONX,,5,B,688,VIOLATION CLOSED
BROOKLYN,7,2,B,502,VIOLATION CLOSED
MANHATTAN,,977,B,539,VIOLATION CLOSED
BRONX,3E,5,B,508,VIOLATION DISMISSED
MANHATTAN,5B,5,A,554,VIOLATION CLOSED
BROOKLYN,TOPFL,3,B,570,NOV SENT OUT
MANHATTAN,42,4,C,617,VIOLATION CLOSED
BRONX,3D,4,A,556,VIOLATION DISMISSED
BROOKLYN,4C,4,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,3A,3,A,556,NOT COMPLIED WITH
BRONX,4L,4,B,702,VIOLATION CLOSED
BROOKLYN,C1,3,B,583,VIOLATION CLOSED
MANHATTAN,4B,4,B,502,NOV SENT OUT
MANHATTAN,26,,C,555,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,,3,C,512,VIOLATION CLOSED
BRONX,2A,3,C,790,VIOLATION DISMISSED
BROOKLYN,4C,4,B,510,VIOLATION CLOSED
BROOKLYN,2L,2,B,1503,VIOLATION CLOSED
BRONX,E1,1,A,509,VIOLATION CLOSED
MANHATTAN,5B,5,A,556,VIOLATION CLOSED
QUEENS,KK,-1,B,501,VIOLATION CLOSED
BROOKLYN,2D,2,B,508,NOV SENT OUT
BROOKLYN,BLDG,0,B,571,VIOLATION CLOSED
BROOKLYN,C11,3,B,583,VIOLATION CLOSED
BROOKLYN,2R,2,A,509,VIOLATION CLOSED
BRONX,2D,2,B,502,VIOLATION CLOSED
BRONX,3F,3,B,550,VIOLATION CLOSED
BRONX,1E,1,B,1503,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,4B,5,C,526,VIOLATION CLOSED
BRONX,1B,1,B,502,VIOLATION CLOSED
BROOKLYN,3E,3,B,570,VIOLATION CLOSED
BRONX,1A,2,B,508,VIOLATION CLOSED
MANHATTAN,5D,5,C,595,VIOLATION CLOSED
BRONX,2F,2,B,506,VIOLATION CLOSED
MANHATTAN,1A,1,A,502,NOV SENT OUT
BROOKLYN,1D,1,A,529,VIOLATION CLOSED
BROOKLYN,1R,1,B,593,VIOLATION CLOSED
BROOKLYN,D9,4,B,566,VIOLATION CLOSED
MANHATTAN,,2,B,539,VIOLATION CLOSED
BRONX,W14,-1,C,567,VIOLATION CLOSED
BRONX,1C,1,B,569,VIOLATION CLOSED
BRONX,9,1,B,598,INVALID CERTIFICATION
BRONX,6,3,B,598,VIOLATION CLOSED
MANHATTAN,4C,4,B,509,VIOLATION CLOSED
BRONX,5E,5,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,C9,3,B,1502,VIOLATION CLOSED
BROOKLYN,1,1,B,949,VIOLATION CLOSED
BRONX,,2,A,552,NOT COMPLIED WITH
BRONX,1,1,C,670,VIOLATION CLOSED
MANHATTAN,4E,,A,501,VIOLATION CLOSED
QUEENS,APT3D,3,B,583,NOV SENT OUT
BRONX,2H,2,B,1502,VIOLATION CLOSED
MANHATTAN,,2,B,513,NOV SENT OUT
BRONX,6B,6,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,C4,3,A,501,VIOLATION CLOSED
MANHATTAN,6L,6,C,550,VIOLATION CLOSED
BROOKLYN,3B,3,B,510,VIOLATION CLOSED
BRONX,1B,1,B,583,VIOLATION CLOSED
BRONX,3D,3,B,550,NOV SENT OUT
MANHATTAN,2A,,B,510,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,3E,3,A,556,VIOLATION CLOSED
STATEN ISLAND,2FL,2,C,808,NOV SENT OUT
BROOKLYN,,966,B,684,NOT COMPLIED WITH
BRONX,6G,6,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,2FRONT,2,B,869,VIOLATION WILL BE REINSPECTED
QUEENS,5G,5,A,505,INVALID CERTIFICATION
BRONX,E5,5,B,566,VIOLATION CLOSED
MANHATTAN,5A,2,B,508,VIOLATION CLOSED
STATEN ISLAND,1,1,C,988,VIOLATION CLOSED
BRONX,3D,3,C,550,VIOLATION CLOSED
BROOKLYN,D4,4,B,566,NOT COMPLIED WITH
BROOKLYN,5F,5,B,593,VIOLATION CLOSED
MANHATTAN,51,5,B,579,VIOLATION CLOSED
MANHATTAN,,966,C,672,VIOLATION CLOSED
BRONX,,1,A,552,VIOLATION CLOSED
BROOKLYN,A11,1,B,508,VIOLATION CLOSED
QUEENS,4T,4,B,550,VIOLATION CLOSED
BRONX,,1,B,504,VIOLATION CLOSED
BRONX,2C,4,C,617,DEFECT LETTER ISSUED
MANHATTAN,4M,5,B,702,VIOLATION CLOSED
BRONX,1E,5,C,616,VIOLATION CLOSED
BROOKLYN,,966,C,688,VIOLATION CLOSED
BROOKLYN,4C,4,B,501,VIOLATION CLOSED
BRONX,3A,3,B,508,VIOLATION WILL BE REINSPECTED
BRONX,20N,5,B,502,VIOLATION CLOSED
BROOKLYN,B15,2,B,702,VIOLATION CLOSED
BRONX,4B,4,B,508,VIOLATION DISMISSED
BRONX,1A,1,A,508,VIOLATION CLOSED
BRONX,1A,1,B,583,VIOLATION CLOSED
QUEENS,2F,2,C,616,DEFECT LETTER ISSUED
BROOKLYN,1L,1,B,569,NOV SENT OUT
BRONX,2C,4,A,556,VIOLATION CLOSED
MANHATTAN,15,5,B,508,NOV SENT OUT
BROOKLYN,11,3,B,1503,NOV SENT OUT
BROOKLYN,2,2,B,510,VIOLATION CLOSED
BRONX,3RDFLR,3,B,501,INVALID CERTIFICATION
BRONX,51,5,A,554,VIOLATION CLOSED
BROOKLYN,A5,1,B,502,VIOLATION CLOSED
BROOKLYN,B11,2,B,521,VIOLATION CLOSED
BRONX,5D,5,B,502,VIOLATION CLOSED
BRONX,,1,A,722,VIOLATION CLOSED
BRONX,2C,2,B,508,VIOLATION CLOSED
BROOKLYN,3L,3,C,790,VIOLATION CLOSED
QUEENS,2L,2,C,617,VIOLATION CLOSED
BRONX,2,2,B,808,NOV SENT OUT
BROOKLYN,2FL,2,B,805,VIOLATION CLOSED
BRONX,2B,2,B,508,VIOLATION CLOSED
BRONX,1,1,B,869,VIOLATION CLOSED
BRONX,1E,1,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2R,2,B,501,INVALID CERTIFICATION
BRONX,,0,B,530,VIOLATION CLOSED
BRONX,1A,1,B,508,NOV CERTIFIED LATE
BROOKLYN,D9,4,B,508,VIOLATION CLOSED
BROOKLYN,6,3,A,556,VIOLATION CLOSED
BRONX,G,1,B,508,VIOLATION CLOSED
MANHATTAN,3C,3,A,502,INVALID CERTIFICATION
BRONX,3E,3,C,790,VIOLATION CLOSED
BROOKLYN,,1,B,501,VIOLATION CLOSED
BRONX,1A,1,A,556,VIOLATION CLOSED
STATEN ISLAND,6L,3,B,508,NOV CERTIFIED LATE
BROOKLYN,C3,3,B,598,VIOLATION CLOSED
BROOKLYN,D1,4,A,529,VIOLATION CLOSED
BRONX,2F,,B,566,SECOND NO ACCESS TO RE-INSPECT VIOLATION
BROOKLYN,B7,2,B,508,VIOLATION CLOSED
MANHATTAN,3W,3,B,583,VIOLATION CLOSED
BROOKLYN,1R,1,A,556,VIOLATION CLOSED
BROOKLYN,5H,5,B,1502,VIOLATION CLOSED
BRONX,4L,4,B,583,NOT COMPLIED WITH
BRONX,,966,B,539,VIOLATION CLOSED
BROOKLYN,2R,2,C,583,VIOLATION DISMISSED
BRONX,C3,3,A,556,VIOLATION CLOSED
BRONX,4D,4,A,529,VIOLATION DISMISSED
BROOKLYN,2A,2,B,501,VIOLATION CLOSED
BRONX,,0,B,686,NOV SENT OUT
BROOKLYN,3,2,C,670,VIOLATION CLOSED
BRONX,1B,1,B,508,VIOLATION CLOSED
BRONX,18,3,C,790,VIOLATION CLOSED
MANHATTAN,1A,1,B,508,VIOLATION CLOSED
BRONX,3,1,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,41,4,B,702,VIOLATION CLOSED
MANHATTAN,3,1,C,689,VIOLATION CLOSED
BROOKLYN,C1,3,B,569,VIOLATION CLOSED
MANHATTAN,,1,A,556,VIOLATION CLOSED
BROOKLYN,F15,6,A,508,VIOLATION CLOSED
BRONX,5B,5,A,556,NOV SENT OUT
MANHATTAN,5B,5,C,616,VIOLATION CLOSED
BRONX,3,3,B,1503,VIOLATION CLOSED
MANHATTAN,1D,1,A,502,NOT COMPLIED WITH
BROOKLYN,B3,3,B,1502,VIOLATION CLOSED
BRONX,PHB,13,B,579,VIOLATION CLOSED
MANHATTAN,2B,2,C,550,VIOLATION CLOSED
BRONX,3F,4,C,526,VIOLATION CLOSED
BRONX,,2,C,512,VIOLATION CLOSED
MANHATTAN,15,5,A,529,VIOLATION CLOSED
BRONX,,2,C,505,VIOLATION CLOSED
BROOKLYN,3,,B,506,VIOLATION CLOSED
BROOKLYN,1B,1,B,508,VIOLATION CLOSED
BROOKLYN,1L,1,B,569,NOT COMPLIED WITH
BRONX,3,3,B,702,VIOLATION CLOSED
MANHATTAN,47,4,B,509,VIOLATION CLOSED
QUEENS,1F,1,A,529,NOV SENT OUT
QUEENS,2C,2,C,790,VIOLATION DISMISSED
BRONX,3,1,A,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,1,C,501,VIOLATION CLOSED
BROOKLYN,B4,2,B,501,VIOLATION CLOSED
BROOKLYN,1L,1,C,550,VIOLATION CLOSED
BROOKLYN,,1,C,801,VIOLATION CLOSED
BROOKLYN,6F,6,B,501,VIOLATION CLOSED
BROOKLYN,2,2,B,566,VIOLATION CLOSED
BROOKLYN,2,1,B,1502,NOV SENT OUT
MANHATTAN,42,3,C,617,DEFECT LETTER ISSUED
MANHATTAN,7,4,C,790,VIOLATION DISMISSED
MANHATTAN,,1,A,556,VIOLATION CLOSED
BROOKLYN,4R,4,B,505,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,3B,3,B,1502,NOT COMPLIED WITH
MANHATTAN,3A,3,B,508,VIOLATION DISMISSED
BRONX,4A,4,A,509,VIOLATION CLOSED
BRONX,2C,4,C,790,NOT COMPLIED WITH
MANHATTAN,3G,2,A,556,VIOLATION CLOSED
MANHATTAN,2A,,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,41A,,B,566,VIOLATION CLOSED
BRONX,2D,4,B,702,VIOLATION CLOSED
BROOKLYN,6L,6,B,509,VIOLATION CLOSED
BRONX,7D,7,C,577,VIOLATION DISMISSED
BRONX,3F,4,C,616,VIOLATION CLOSED
MANHATTAN,5,3,B,526,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,B11,2,B,568,VIOLATION CLOSED
MANHATTAN,23,2,B,508,VIOLATION CLOSED
BROOKLYN,1J,1,B,508,VIOLATION CLOSED
BRONX,7D,7,C,576,VIOLATION DISMISSED
MANHATTAN,3,1,C,583,VIOLATION CLOSED
MANHATTAN,2A,,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,H2,2,C,617,VIOLATION CLOSED
BRONX,18,4,B,506,VIOLATION CLOSED
BRONX,,5,B,508,VIOLATION DISMISSED
BRONX,4B,4,B,508,VIOLATION DISMISSED
BRONX,4C,,B,501,VIOLATION CLOSED
MANHATTAN,3G,4,C,649,VIOLATION CLOSED
BRONX,,2,B,538,VIOLATION CLOSED
BROOKLYN,F15,6,C,505,VIOLATION CLOSED
STATEN ISLAND,PH,1,B,802,VIOLATION CLOSED
MANHATTAN,5D,4,C,508,VIOLATION CLOSED
QUEENS,,0,A,501,VIOLATION CLOSED
BRONX,2A,2,B,550,VIOLATION CLOSED
MANHATTAN,5J,,B,510,VIOLATION CLOSED
BRONX,2B,2,B,508,VIOLATION CLOSED
BROOKLYN,3,2,B,801,VIOLATION DISMISSED
MANHATTAN,5J,5,B,501,VIOLATION CLOSED
BROOKLYN,2FL,2,B,1503,VIOLATION DISMISSED
BRONX,2B,2,A,529,VIOLATION CLOSED
BROOKLYN,5B,5,B,550,VIOLATION CLOSED
BROOKLYN,C203,2,C,617,DEFECT LETTER ISSUED
BRONX,6B,6,B,570,NOT COMPLIED WITH
BROOKLYN,D5,4,B,505,VIOLATION CLOSED
QUEENS,2FL,2,B,806,VIOLATION CLOSED
BRONX,5G,6,B,702,VIOLATION CLOSED
BROOKLYN,2R,2,B,550,VIOLATION CLOSED
BROOKLYN,,966,C,791,VIOLATION DISMISSED
BROOKLYN,6B,6,B,566,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,2C,4,B,550,VIOLATION CLOSED
MANHATTAN,6F,6,B,505,VIOLATION CLOSED
BRONX,1A,1,A,556,VIOLATION CLOSED
MANHATTAN,6L,6,B,508,VIOLATION CLOSED
BRONX,1A,1,C,598,VIOLATION CLOSED
MANHATTAN,44,4,B,583,VIOLATION CLOSED
BROOKLYN,TOPFL,2,B,1502,VIOLATION CLOSED
MANHATTAN,14,4,B,583,VIOLATION CLOSED
BRONX,4L,4,B,583,VIOLATION CLOSED
BRONX,8,2,C,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,135,3,B,508,NOV SENT OUT
BROOKLYN,1AR,1,B,502,VIOLATION CLOSED
MANHATTAN,44,4,B,508,VIOLATION CLOSED
BRONX,,-999,B,686,VIOLATION DISMISSED
BRONX,5F,5,B,501,VIOLATION DISMISSED
QUEENS,2FL,2,B,808,VIOLATION CLOSED
BRONX,3D,3,A,556,VIOLATION CLOSED
BRONX,,8,B,502,NOT COMPLIED WITH
BROOKLYN,2,2,B,807,VIOLATION CLOSED
BRONX,,977,A,778,VIOLATION CLOSED
BRONX,,966,B,504,VIOLATION CLOSED
BROOKLYN,2R,2,A,491,NOT COMPLIED WITH
BROOKLYN,A2,1,B,593,VIOLATION CLOSED
BROOKLYN,1,1,B,805,VIOLATION CLOSED
BRONX,6D,6,A,554,VIOLATION CLOSED
BROOKLYN,1H,1,B,1502,VIOLATION CLOSED
MANHATTAN,612,6,B,501,VIOLATION CLOSED
MANHATTAN,3E,3,A,556,VIOLATION CLOSED
BROOKLYN,2FL,2,C,810,VIOLATION CLOSED
BROOKLYN,B8,2,B,579,VIOLATION CLOSED
BRONX,1E,1,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,7,2,B,505,VIOLATION DISMISSED
BRONX,2E,2,C,617,VIOLATION CLOSED
BROOKLYN,C5,2,A,556,VIOLATION CLOSED
BROOKLYN,4B,2,C,617,VIOLATION CLOSED
MANHATTAN,,1,B,583,VIOLATION CLOSED
QUEENS,601,6,B,508,VIOLATION CLOSED
BRONX,2K,2,B,508,VIOLATION CLOSED
BROOKLYN,B15,2,C,666,VIOLATION CLOSED
BROOKLYN,1,-1,B,1041,VIOLATION DISMISSED
BROOKLYN,F15,6,A,508,VIOLATION CLOSED
MANHATTAN,4E,4,B,508,VIOLATION CLOSED
MANHATTAN,12A,1,B,510,VIOLATION CLOSED
BROOKLYN,2R,2,B,702,VIOLATION CLOSED
BRONX,3B,3,A,556,VIOLATION CLOSED
MANHATTAN,4A,4,C,506,VIOLATION CLOSED
MANHATTAN,3E,3,A,556,NOV CERTIFIED LATE
MANHATTAN,1D,1,B,522,VIOLATION CLOSED
BROOKLYN,6G,6,B,501,NOT COMPLIED WITH
BROOKLYN,1R,1,B,702,NOV SENT OUT
BRONX,4D,,B,505,NOT COMPLIED WITH
BROOKLYN,D2,4,B,1502,VIOLATION CLOSED
QUEENS,7A,6,B,508,NOV SENT OUT
QUEENS,4A,4,C,508,VIOLATION CLOSED
MANHATTAN,,4,B,538,VIOLATION DISMISSED
MANHATTAN,1D,1,B,502,NOV SENT OUT
BROOKLYN,3,2,A,856,VIOLATION CLOSED
BROOKLYN,B6,2,A,502,VIOLATION CLOSED
BROOKLYN,6,3,C,617,VIOLATION CLOSED
BRONX,6A,6,B,566,VIOLATION CLOSED
MANHATTAN,7L,7,A,556,NOV SENT OUT
BRONX,1C,2,A,556,VIOLATION CLOSED
BRONX,4I,4,B,508,NOT COMPLIED WITH
BRONX,4I,4,B,702,VIOLATION CLOSED
BRONX,3E,3,A,556,VIOLATION CLOSED
BROOKLYN,,1,B,808,VIOLATION DISMISSED
BROOKLYN,,0,B,686,VIOLATION CLOSED
BROOKLYN,,0,B,538,VIOLATION CLOSED
BROOKLYN,B9,2,B,550,VIOLATION CLOSED
BROOKLYN,,0,B,686,VIOLATION CLOSED
BROOKLYN,2L,2,B,702,VIOLATION CLOSED
BROOKLYN,2E,2,B,579,VIOLATION DISMISSED
BROOKLYN,C1,3,B,596,VIOLATION CLOSED
MANHATTAN,3G,3,B,649,VIOLATION CLOSED
BROOKLYN,1F,1,B,1503,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,3E,3,B,508,VIOLATION CLOSED
BRONX,4E,4,B,508,VIOLATION CLOSED
BROOKLYN,1R,1,B,702,VIOLATION CLOSED
BROOKLYN,2L,2,A,508,VIOLATION CLOSED
BRONX,1E,1,A,502,NOV SENT OUT
BRONX,,Fire Escape,A,700,VIOLATION CLOSED
QUEENS,25,2,B,505,NOV SENT OUT
BRONX,2D,2,B,508,VIOLATION CLOSED
BRONX,2C,2,B,505,VIOLATION CLOSED
BROOKLYN,2C,2,B,508,VIOLATION CLOSED
BROOKLYN,2FL,1,C,970,VIOLATION CLOSED
